text,label,rating,source,restaurant,location
"Good food, good recommendation, mostly great dessert of all time, love the cheesy vanilla ice cream. Thanks waitress Azura for serving a very heart warming food and welcome.",positive,5.0,tripadvisor,Iketeru Restaurant,KL
Clean..,positive,5.0,google,PappaRich Langkawi,Langkawi
"The location of this restaurant is not easy to find. Suggest you get ready your GPS.There are actually 2 restaurants running at the same place. The one on ground floor is serving Indo-Chinese food while the lower ground floor restaurant serves Thai & Malay food. The waiter recommended me some Indo-Chinese dishes. I ordered apple salad fried garopa fish & fry mixed veggie. Can you belief it that the dishes came to my table within 5mins!! So, I think the food are pre-cooked & probably they heated them with microwave oven when customers placed orders!The fish was quite huge & salad was good. It cost RM90. But was disappointed with the mixed veggie :( The portion was small and it's taste was so-so. Don't think it worth the price. Nothing to shout about on food.Ambiance was okay. You have nice greeneries view.Ohh! Try to check out their toilets located downstairs! I kind of like the uniqueness of the design :)",neutral,3.0,tripadvisor,Tamarind Springs By Samadhi,KL
"Extremely slow and bad service, some staff has got on a bad attitude but that's not much of an issue for me. However, when i made my way to the restroom i noticed one of their staff was smoking a cigarette while peeling garlic. Extremely unhygienic.",negative,1.0,google,Secret Of Louisiana at the lake,Petaling Jaya
"Food was delicious and service was exceptional. Ordered Ayam Tempra based on recommendation and it was SUPERB. Best Nyonya chicken dish i had. Fish was fried to perfection, non-greasy, crunchy outside while the flesh was still moist and flaky. Ending with the Nyonya all time favourite - Cendol was a perfect closure. Special thanks to the friendly and patient TAL for her excellent service and recommendations. This will definitely be on our go-to list next time we visit Melaka.",positive,5.0,tripadvisor,Bulldog,Melaka
"I am a frequent customer of Bens and today experienced the Worst treatment and n food ever. 1230pm on 20 April @KLCC the hostess was extremely rude and discriminatory. When it was my turn at the queue, she asked the caucasian couple behind me, can i help u? She took their request for table for two, being Asian i didnt interrupt and when she finished i said excuse me, table for four. She asked for my name and when she couldnt spell it and asked me again, I replied again, she put the pen down and looked away as though in sheer frustration. Later, another caucasian party of 3 arrived and she noted their request.When the tables were available, she called out to and seated the party of 3. I asked whether my table was ready and she said yes. Why then wasn't i called, I wondered. As i walked in i asked where the table was and she said they will show you. But there was no ""they"" to show Me. I had to ask another waiter where my table was.When the food arrived, softshell crab pasta, it was tasteless, there was no chilli padi, just chilli flakes. Not as per menu.",negative,1.0,tripadvisor,Ben's,KL
I wanted to try the matcha drink which they said it is a newly added drink in the menu. But the staff said the drink has already sold out. So i tried to order the taiwan bubbletea but then the staff said no more pearls available. (It was,negative,2.0,google,Chickilicious Miri,Miri
Good place to stop by to get your shaved ice and cucur campur fix.,neutral,3.0,google,Old Rex Cucur Udang Cafe,Kuching
"Tasty food, all thailand workers here, make you feel like you are in thailand and having tasty and delicious food, they serve their food very fast, no need to wait long time here! I love it!",positive,5.0,google,Jatujak Bangkok Street Food,Petaling Jaya
No pork served.everything good..prices also goood clean toilet.,positive,5.0,google,Lepau Restaurant,Kuching
"Located on the fourth floor of KLCC among many other great restaurants, this place seems packed. It is Ramadan period, many Muslims are here to enjoy the Halah Korean menu. The beef or chicken set dinner meal for two cost only RM 140 ( about USD 22 per pax) which include beef, plenty of side dishes, rice, drink and fruit. Real great value for money. However do lower your expectation of service and ambience.",neutral,3.0,tripadvisor,Koryowon Restaurant,KL
"Food is wonderful, fresh, and so tasty.  Real mixture of traditional and modern dishes. Cocktails are pretty good too :)  Staff are very friendly and helpful.",positive,5.0,tripadvisor,Mews Cafe,Penang
"Stupid 16% tax system ruined my experience. Very troublesome.Also the food is okay, but would not recommend.",negative,1.0,google,"HoMinSan 好面善 @ Paradigm Mall, Johor",JB
bad customer service. I strongly recommend other people to avoid this place.,negative,1.0,google,Khan’s Indian Cuisine,KL
I am not particular with  food but somehow for such a reputable restaurant to disappoint me it's surprising. The food and service are not deliver with heart or effort. It's unfortunate.,negative,1.0,google,Kampachi Pavilion KL,KL
The food was HEAVENLY. My god. And also very reasonable! Will definitely be back!,positive,5.0,google,Restaurant Baan Rao,Petaling Jaya
Too warm...but nice paulaner beer,neutral,3.0,google,Healy Mac's Irish Bar,Ipoh
"Was looking forward to a nice lunch as had read some positive reviews of this place. The waiter had very bad body odor and did not seem to know much about some of the dishes on the menu. The steak was dry and over cooked, so were the few limp vegetables it came with. Fortunately the house red was drinkable. Not likely to go back again.",negative,1.0,tripadvisor,Ril's Bangsar,KL
The best japanese food in penang,positive,5.0,google,Miraku G Kelawai,Penang
Worth eating.Delicious😋,neutral,3.0,google,Village Roast Duck @ Sunway Pyramid,Petaling Jaya
Over-rated. Food is average. They don't give you much choice. Rather subtly directing you to take the more expensive items available which is pricey. Parking difficult being in a busy area in K.L.,negative,2.0,google,Mohd.Yaseem Nasi Kandar Restaurant,KL
"Just around the corner on Jl Nagasari is another Latin optionit sort of looks the same as the other shop house restaurants and had a familiar vibe but it was great to try some new versions of Tapas and Spanish food and wineA small place, comfortable and cosy (except the AC unit which blasts you as you eat) and an easy place to enjoyUnlike some of the other favourite Tapas places (you know by my review which I still think is the best) this place, Pisco Bar had a great variety of bites, including Ceviche, pork and the restThe food was fresh, very well presented and delicious. The potato version of a sushi roll was SUPER as were the Cevichethe wine list was pretty good and quite reasonably priced with some alternatives to choose fromatmosphere was great, a few groups and basically everyone having a good timethe chef could have been a little more interactive and more 'mine host' but he seemed friendly and certainly experiencedanother new one for those in the area to try and probably a little easier to park toofor those who love Tapas style, sharing and Latin food, definitely worth trying",positive,4.0,tripadvisor,Pisco Bar,KL
"We returned to Sirroco restaurant after half a year (two weeks back) and can I just say it still is living up to standards. Truly one of our most favourite Italian restaurants.The service as usual was impeccable Many thanks to Jamal (he still remebered us) who made our dinner pleasant and enjoyable. He is a rare gem to find in the F&B these days! Food here generally is still tasty as usual even though the menu has changed since our last visit. We had the Minestrone; Mushroom soup; Aglio olio (with beef); Alla sirroco and the Quattro stagioni pizza.Just some memorable mentions.The Alla sirroco was extraordinary. It is a seafood special with crab, fish scallops and more. There is a hint of lemon and tangy taste. A pasta that lives up to its namesake.For the pizza, a meat lover's delight, ingedients included smoke duck, beef and chicken pepperoni. As usual the crust was the highlight. Simply oven-burnt to perfection and authentic.However regrettably... the aglio olio, once the highlight now the bane of the meal. It was dry - literally oven baked. Not a hint of olive oil. The change in menu resulted in this disappointment... The only good thing was that they were generous with beef slices. So please, I implore the restaurant to change it back to the old menu. All in all we still had a wonderful experience here at the Sirroco. Apart from the aglio olio letdown, it was still a lovely dinner, so expect us to return soon!",positive,4.0,tripadvisor,Sirocco Restaurant,Melaka
"The food is quite nice though. 
Recommend​ the chicken rice and asam pedas.
Roti John is not bad too.",negative,2.0,tripadvisor,Asam Pedas Kota Laksamana,Melaka
"Extremely responsive to our needs at every step of the way, whether at the time of checkin or at the breakfast.Amazing team - Siti and Jessica (front office), Andy, Ajib and the rest of the folks at the Latest Recipe. You're the reason we're back for a staycation the 2nd time this year - we call this a home away from home.",positive,5.0,tripadvisor,Latest Recipe,KL
"I can't take pork drenched in sauces. I like them dry but juicy on the inside. here is completely taken apart. Thus my review may be bias to my tastebuds and have to be taken with a pinch of salt......Too many places are throwing pork at your face and the rendition of going to a non halal place excites most..however, after few servings i can't differentiate tis recipe and the next pork place that comes out of the neighbourhood.aint gonna wait for 20 mins at this place......Buns were ok.Overall the only excitement was the serving rollie bucket on the side...",neutral,3.0,tripadvisor,Ticklish Ribs & 'Wiches,Shah Alam
"Undercooked seafood. Sent back to recook, still raw the second time round. Slow service",negative,2.0,google,The Fisherman Wharf,Miri
Nice . Celebration Christmas dinner.,positive,5.0,google,Leonardo's Dining Room and Wine Loft,Petaling Jaya
"My husband and I drove from out of state to Malacca specifically to have Nyonya food. I must say that this restaurant has charm and the waiters were friendly. We ordered chicken rendang, fried rice, pai tee, and eggplant (all small portions). While the food was really good, I was surprised that the bill came up to RM60. A little bit on the high side, considering it's not in Jonker Street or anything. Second thing that bothered me a little was that the lady boss seemed to only want to talk to ""certain people"". When she saw me raising my hand, she didn't bother to come. Rather, she sent someone to us (note: she wasn't busy doing something at that time). For a restaurant of that size, a little personal touch wouldn't hurt.",neutral,3.0,tripadvisor,Nancy's Kitchen Restaurant,Melaka
Used to be a very good restuarant in the past at Medan Tuanku. It has moved to inner lane and bigger restaurant. Still packed with ppl. Fri to Sun they have the special roasted pork roll. Others are quite similar to any hainan style restaurant,neutral,3.0,tripadvisor,Yut Kee,KL
"This is overrated... Tak Sedap pun. Have kids who are being exploit by selling fruits to you, keep asking for many times. Ate together with 3 other friends, semua kata tak sedap. All said not nice.",negative,1.0,google,Asam Pedas Claypot 2 Restoran Kota Laksamana,Melaka
"Really good place for Vietnamese. Highly recommend the pho, the curry chicken set and the Vietnamese coffee - the one that drips ...",positive,4.0,tripadvisor,Pho Vietz,Shah Alam
"They got good pasta and pizza. What more do I need to say? Oh and also, try their fried appetizers. That stuff's got magic",positive,5.0,google,Bella Italia,Kuching
Greyhound has been one of my favorites in Bangkok. But the ones in Malaysia (been to a couple) can’t seem to get it right in terms of service and food quality. Hopefully the management would do something about the local franchise here because it’s a disgrace to the original Greyhound brand.,negative,2.0,tripadvisor,Greyhound Cafe,KL
"services & environment is very good but the freshness for the food is really bad , yesterday the salad served was brown in color and the teriyaki chicken tasteless and salmon fish is smelly ....",negative,2.0,tripadvisor,Shook!,KL
"Over-priced, watered down food. Avoid.",negative,2.0,google,The King's Curry,Kuching
"The queue starts at 5pm, queue for a very long time. But the food is still delicious, the prawn and crab are fresh. Reasonable price.",neutral,3.0,google,Restoran Tong Sheng,Melaka
Standard Breakfast choices.,neutral,3.0,google,The Limestone's Restaurant,Ipoh
This review is for Mikey's NY pizza in mid valley mega mall.We ordered the pizza burger and the empire burger with fries. The pizza burger was good but the empire one was disappointing. The fries were clearly reheated and didn't taste good. Ambience is nice and service is fast. Prices are reasonable.,negative,2.0,tripadvisor,Mikey's Original New York Pizza,KL
"Nice ""narrow"" place, coffee is splendidly brewed. Food portion is moderate. Location is awesome but you need to give the extr mile for parking",positive,4.0,google,Narrow Marrow,Penang
"Really nice place, came for breakfast had a lovely pancake and coffee served by really friendly staff.",positive,5.0,tripadvisor,Pit Stop no.12,Penang
Chill place to shisha. Great food,positive,5.0,google,مطعم قصر العرب Arab Palace Restaurant,Petaling Jaya
"Greasy, mediocre local and western food. Friendly and cheap, but there's plenty of better options all over town.",negative,2.0,google,River View Cafe,Melaka
Well there aren't many Bak Kut Teh around Petaling Jaya but this apparent one is way too salty! One should try the one nearby (Xhin Fhong BKT).,negative,1.0,tripadvisor,Ah Sang Bak Kut Teh,Shah Alam
My family loved coming here. This weekend we made a reservation for lunch and called in and they said it was full but there's an opening only at 3pm for lunch buffet. So my family waited till 3pm to have a late lunch but when we arrived they took all the lunch food away after 15 minutes and even said they will charge us ala carte. When we explained the situation they said okay they will let us have the high tea menu for the same price.. but the high tea menu consists of small dishes and cakes.. broke my family's heart. Not sure if we will return again,negative,2.0,tripadvisor,Restoran Rebung Chef Ismail,KL
"There was very limited variety of food, not up to the standard of hotel buffet. No satay, not even seafood. The price was RM115 nett, but i believed the value was only RM40 per person. Not value for money at all.",negative,1.0,tripadvisor,Warisan Cafe,KL
"Still the best ramen I’ve tasted. Noodles are springy, broth is not too thick but still rich and intense in flavour and does not make you feel “jelak” after finishing a bowl. If Michelin stars are a thing in Malaysia, this restaurant highly deserves it.",positive,5.0,google,Menya Shi-Shi Do,Petaling Jaya
Neat placeGood and authentic taste Reasonably pricedvegetarian Only problem is they accept only cash. If you are looking for fine dining experience this is not the place for you. We had been eating for almost a week and Overall experience is very satisfactory and highly recommended.,positive,4.0,tripadvisor,Mr Naan & Mrs Idly,KL
One of the oldest Chinese restaurant around this part of PJ. Decent food menu and prices. A popular choice for locals to have family reunion dinners during special occasions.,neutral,3.0,google,Sam You Restaurant,Petaling Jaya
"The size of food is less compare with others Nyonya Restaurant.Taste not suitable for me.However, the seller is nice n friendly.",neutral,3.0,google,Nancy's Kitchen,Melaka
Very expensive,negative,1.0,google,Spice Grill,JB
Good very old restaurant in here,positive,5.0,google,Restoran Sin Lean Lee,Ipoh
K pop blasting through TV's constantly. The chicken was tender and was wrapped in cheese at the table. Cheese was prepped right in front of you so you can salivate while watching the skillful hands of the waiter/waitress,positive,4.0,google,Dragon-i Restaurant Sdn Bhd (Komtar),JB
Good by pricy. Love the “Liu Sa Pau”.,positive,4.0,google,Din Tai Fung 鼎泰豐 At Penang Gurney Plaza,Penang
"We had A salmon sashimi, it is fresh. Maki was good too! It has a very nice enviroment, one of the best Japanese restaurant in town",positive,4.0,tripadvisor,Ishin Japanese Dining,Petaling Jaya
"Good food and drinks. Cool atmosphere, interesting crowd. Letdowns: their notification system for the waiters leads to them hiding behind the counter instead of proactively serve their guests, as I consider it normal. Is that now already",neutral,3.0,google,leaf & co. cafe,Petaling Jaya
Slow to replenish.. Overated..,negative,2.0,google,Restoran Shabu Shabu Ipoh,Ipoh
"Every dish that we ordered was good. Place worth visiting for great food, prices are reasonable.",positive,5.0,google,Mun Choong Restaurant,Ipoh
"Love the milk teas, been there for many times and still love it. Most of the times it’s quiet there so can sit down and really enjoy the drink and some chitchat with family/friends. Another plus point - the washrooms are very clean :)) will go back again soon.",positive,5.0,google,Chatto Tea & Coffee Georgetown,Penang
Not a bad experience.,neutral,3.0,google,Pinchos Tapas Bar,Petaling Jaya
It's an alright place for comfort food if you're near the hood. Family run establishment. Got home cooked feel.,neutral,3.0,google,Ah Chui Seafood,Penang
KL's best dim sum restaurant. It is recommended.,positive,5.0,google,"Li Yen at The Ritz-Carlton, Kuala Lumpur",KL
"We came here as a couple to celebrate my birthday and had the afternoon tea. The food was good and the ambience was very pleasant although fairly noisy because it is a popular place to have afternoon tea on the weekend. Service was a tad slow, perhaps due to the crowd, but staff were very courteous and friendly. A good place to splurge on afternoon tea in a charming environment, with live piano music.",positive,4.0,tripadvisor,Colonial Cafe,KL
"Be honesty, the restaurant manager provided very poor services. Before entering to find a seat, need to confirm order in front the door. We ordered banana leaf rice and chicken marsala, and found that these are too salty and over spicy.",negative,1.0,google,Sri Nirwana Maju Restaurant - Bangsar,Petaling Jaya
My wife nearly died eating this stuff. Sorry. I took her here because it was supposed to be good. I didn’t get sick but my wife did. Literally thought she was gonna die. Ruined our vacation. Took 3 days to recover. Just my personal experience. I’m sure the food is normally great but I needed to share.,negative,1.0,google,Penang Air Itam Laksa,Penang
Very disappointed! Been here a number of times and the service has slowly gotten worse. Non busy time so no excuse. Staff seemed annoyed that I wanted a booth and was dining alone meaning they had to clear the other places. Ordered a salad that was so drenched in dressing I might as well of had a greasy burger. Never once came by to ask how meal was and then I finally had to get up and go to find staff to pay the bill. What happened KL Hardrock?! Won't be going back.,negative,2.0,tripadvisor,Hard Rock Cafe,KL
Food taste is horrible like eating smelly sands. We left the foods we order after 2 bites. We only chicken chop n lamb shank. Avoid.,negative,1.0,google,Café Racer by Grillbar,JB
Worth to visit if come with group or old people as the table is spacious. Nice environment but the dim sum is so so. Feel disappointed.,neutral,3.0,google,Foh San Restaurant,Ipoh
"This is an interesting idea. The experience of going through lots of fairy lights from the hotel to Feast Village is a rather surreal Santa's Grotto effect. But there is lots of choice. I wasn't a big fan, but then I like dining to be easy when I'm traveling.",neutral,3.0,tripadvisor,Feast Village Starhill Gallery,KL
Xsedap,negative,1.0,google,Singgah Seafood,Langkawi
A pleasant evening with great service from Ariff :) they have a great list of wine & whiskey .it was good time there..we will be back,positive,5.0,tripadvisor,The Whisky Bar,KL
Not worth the money..expensive with small portions,negative,1.0,google,Selvam Restaurant,Melaka
The food was AMAZING. We had the clam rice noodles. They cooked it with lard and pork crackling and shallot oil. The salted egg yolk crabs were so fresh. Freshest I've ever had. Crabs were expensive at RM230 (about £38) for 1.6kg. everything else was a lot cheaper. The girl taking orders was gorgeous she could be a model.,positive,5.0,tripadvisor,Handsome Seafood Restaurant,Melaka
"Bottom line - Too good for us, but still willing to take our money.We went for dinner on 7th July 2014 for our wedding anniversary, with our young children (our childcare arrangements fell through). Taking young kids with you",negative,2.0,google,Verona Trattoria,Petaling Jaya
"Best salted chicken or yim kook Kai. They even have frozen packed chicken ready for you to buy in bulk to take it home. Just keep them in the freezer, take it out to steam whenever you want to eat. So convenient. The flavour is really",positive,5.0,google,Ayam Garam Aun Kheng Lim (Main Branch),Ipoh
Great nasi lemak. Fast service. Come early of you may miss it as many would flock here for the good food.,positive,5.0,google,Village Park Restaurant,Petaling Jaya
Food is not that great here,neutral,3.0,google,Thali-NR Sweets Cafe,Penang
I think it was one of the best curry places in kuala lumpur! The price is ok and the taste is really good! I really like the way you can customize your food there!,positive,5.0,google,Coco Ichibanya,Petaling Jaya
Taste is cold also too expensive btw also some dim sum is still little bit raw also I have take pictures as share to my twitter as tell everyone it cold and bland also sping roll is cold,negative,1.0,google,Foh San Restaurant,Ipoh
The worst Shop I've being...The briyani is not a serve basmati rice and chicken briyani are soo spicy until felt pain...The bru coffee was so bitter ...#Unrecommend..,negative,1.0,google,Bite N Eat Dindigul Biriyani,Penang
"Been hearing a lot of good things about this restaurant but never got the chance to personally dine there. I did attempt a couple of times but it was closed then. Saw that they were on Grab & decided to order in. Like the packaging, it's",neutral,3.0,google,Awesome Canteen,Petaling Jaya
Portion very small. No place to sit. People will stay beside you when you almost finish your food. Price not cheap.,negative,2.0,google,Ming Court Hong Kong Dim Sum 明阁香港点心,Ipoh
"Friendly owner. For food, lamb and caramelized pineapple is the highlights compared to other Brazilian BBQ. Ample amount of varieties. Free syrup drink during ramadhan. You can pray at Atria mall if you're muslim",neutral,3.0,google,Carnaval Churrascaria,Petaling Jaya
"Delicious, fragrant shredded coconut, paired with the sweet and fragrant Malacca coconut soup, it is delicious in the world. But the price is higher.",positive,4.0,google,Putu Piring Melaka,Melaka
"My lovely wife and I visited this restaurant for dinner one evening. It was a rather disappointing experience. There's little in the way of ambiance and the food on offer is rather uninspiring. We shared paneer tikka, sag aloo and tadka dahl. The paneer was pretty good but the portion of four smallish pieces was super stingy. The other dishes were average at best, totally lacking the depth of flavour that is the hallmark if good North Indian food. Throw in a couple of naans & a soft drink each and the bill came to RM42. Cheap but poor even at this price.",negative,2.0,tripadvisor,Restaurant D' Tandoori House,Melaka
"Deco years 70-80 ... dishes, tray bowlsFull plate of rice .... leaning to satiety ...",neutral,3.0,google,Dulang Lima Cafe,JB
"I am today years old when I ate the best lamb shank. The meat literally falls off the bone, so tender and beautifully cooked and seasoned to perfection, the mashed potato with the perfect texture, beans and carrots add the perfect sweetness and crunch along with the savoury rosemary sauce. The mushroom and pumpkin soup, perfecto! Don’t get me started with the fluffy and beautiful garlic bread. The pesto bread, topped with melted mozzarella and Parmesan cheese, divine. My friends have tried the beef lasagna, Angus Beef Rib Eye Fettuccine and beef burgers, and they couldn’t stop mentioning how amazing the food is with every bite. The owner, Neville Jacob, is a humble and amazing chef. Definitely this place is an underrated gem. Will definitely be celebrating all my upcoming birthdays here.",positive,5.0,tripadvisor,Millers Kitchen Restaurant,Melaka
"Had very nice dinner here, sitting on the covered sidewalk along the street. Wife had excellent chicken ravioli in broth and I had sous vide chicken breast w truffle sauce. Good hot crusty bread and marinated olives to start. Service was fine, as was the house wine. Will be back",positive,4.0,tripadvisor,Yeast,KL
I reserved before Visit to restaurant. But staffs couldn't find my name on there reservation book... And they gave me a terrible seats... It was just in front of the toilet...and I ate a chicken rendang... It was terrible too....too much dried chicken and also was cold....(but the plate was not bad)Staffs doesn't care about me and my lady...I would never visit again!!!!,negative,1.0,tripadvisor,Bijan,KL
"A popular place to have streetside beer in Georgetown, Penang...",neutral,3.0,google,Antarabangsa Enterprise,Penang
"Crab or no crab day, would come here for dinner monthly w family. Got in at 18:30 on Saturday night before the mad rush..hope dishes would be nicely cooked; especially the crabs. Recent 2 yrs, food quality is like a rollercoaster..randomly",negative,2.0,google,Restoran New Wong Poh,Petaling Jaya
Food is tasty except a bit salty. staff does not wear smiles. its really like you are there for a good meal and leave. Very quiet restaurant as we noticed since we passed by them every night from thu to sun.,neutral,3.0,tripadvisor,Tanjong Seafood Restaurant,Miri
Nice food. Cozy area. Just might need some waiting time to be served.,positive,4.0,google,Yum Yum Restaurant Ipoh,Ipoh
Food nice good taste,positive,4.0,google,Restaurant Pusing Public,Ipoh
"Horrible run down japanese restaurant which offer inferior food quality, rather pay for those sushi chain",negative,1.0,google,Genji Japanese Restaurant,Petaling Jaya
Actually its a typical street vendor but with middle eastern twist. The shwarma is quite tasty but not exactly cheap but I guest its normal for middle east cuisine as it is a bit exotic. The vendor has a few tables for sit in but many customers would opt for take out. If you would like to have a taste of middle eastern sandwiches do give it a try.,neutral,3.0,tripadvisor,Shawarma Damascus,KL
Average food quality. Slightly expensive,neutral,3.0,google,Dragon-i Restaurant Sdn Bhd (Komtar),JB
"I had high expectations of the quality of food and service, having read other reviews on Tripadvisor. Regrettably, I was disappointed with the service, range and quality of food.The one order per customer for large oysters and tuna belly was poorly managed. My guest who ordered his tuna belly was rudely told by the Japanese chef that he already had his! Same thing happened to me and until I put my foot down on such atrocious service, especially from the same Japanese chef. It was most unbecoming of Japanese behaviour!The ice- cream was hidden in an obscure corner and if not for my wife spotting another patron holding a bowl of ice cream, we would not have known. Orders at the teppanyaki station were also messed up but I was in no mood to have them correct the order.Hanare, get your act together!",negative,2.0,tripadvisor,Hanare Authentic Japanese Cuisine,KL
"Went into restaurant tempted by lunch offer but when we were given the menu we were only offered the full price .We had to ask for the special lunch menu.I had a seafood pasta dish which was very tasty,my daughter had a burger and chips,the burger was good but the chips were cold.My wife had a chicken dish which was ok but broccoli far to hard for her taste.In all better value dishes were to be had in this enormous food hall.Our mistake we will not make a return visit next time.Why if restaurants feature offers to pull you in that do not give you all the menus when you go in.You feel conned!",negative,2.0,tripadvisor,Tony Roma's,KL
"Our group of 3 couples went to Hard Hotel Hotel, Desaru, on our 1st night at Desaru for dinner on 10 January 2022. We had always enjoyed our meals at Hard Rock Cafe wherever we visited throughout the world. But this time we were in for a big disappointed.The menu was very limited. Our group picked some local and western meal of Pineapple fried rice, fettucine carbonara, nasi lemak and mushroom soup. The soup came to us cold and also the rice. I suspect the carbonara was made with milk base instead of cream and when I asked for cheese, instead of pamesan, I was given cream cheese. We sent back the plastic looking eggs (looking as though they had been left over from breakfast) that came with the Malaysian dishes and got some replacement eggs.The overall experience was miserable and the prices charged were the regular Hard Rock Cafe charges, only that we did not receive the expected meal.",negative,1.0,tripadvisor,Desaru,JB
"Came here during lunch hour on Sunday. Very bad service. Waiters were rude to customers, shouting for them to wait.",negative,1.0,tripadvisor,Lou Wong Bean Sprout Chicken,Ipoh
"Surprisingly cheap steakhouse, 15% OFF with coupons",positive,4.0,google,The Steakhouse KL 章卡牛排之馆,KL
"This place is owned by some people from the advertising industry, hence the place has an air of casualness and yet inviting decor. The fact that this place serves mainly pork attracted my attention.The menu is very deceiving as dishes served are totally different from the pictures in the menu. As an example, the BBQ pork with rice was shown as a piece of delicious prime cut BBQ pork steak served with rice on a separate plate, but when it was served, it was just your ordinary char siew rice from your road side stall. Real disappointment. Its not worth the price you paid for as that dish cost you 3 times that of the road side stall.The BBQ short ribs were served in.in a tiny metal bucket smaller than your coffee mug. Absolutely deceiving.Will I go back? No.",negative,1.0,tripadvisor,Ticklish Ribs & 'Wiches,Shah Alam
Tasteless,negative,2.0,google,Pak Hj Ya Chicken Rice Restaurant,Langkawi
"Good,  delicious food!",neutral,3.0,google,Kedai Kopi Seng Thor,Penang
"I was a little surprised on ratings on line that this restaurant got. The ambience and furniture is pretty basic , seating is not comfortable at all. It was meant to be good quality Asian cuisine , but this was not the case, it was served very quickly , the fish was over cooked and very dry. In a prawn dish there were only 2 prawns and we had to ask for more. We felt everything had been precooked and just reheated.I am sure you can find better for the same price",negative,2.0,tripadvisor,Mews Cafe,Penang
Food is not up to the standard of such hotel. Tasteless and limited choice. This could be the worst Hilton restaurants that I had been. Disappointed. Service is still good.,negative,2.0,google,Genji Japanese Restaurant,Petaling Jaya
"I'm not sure about others, I just like the normal rice they serve than the rice ball. The rice ball is a bit saltier.",neutral,3.0,tripadvisor,EeJiBan Chicken Rice Ball Halal,Melaka
Butter chicken no gd,negative,1.0,google,Yi Jia Seafood Sdn. Bhd.,JB
"Amazing food, won't disappoint. The decor and environment was relaxing and peaceful. Drinks were great too",positive,4.0,tripadvisor,El Cerdo,KL
"Yes, it all depends on when you decide to eat here. Only dine here during lunch hours. Otherwise you can't be sure if the meal is freshly made. This is because all restaurants here can't be trusted entirely. They may use unsold chicken made earlier. Chickens are small, little meat. Mostly skin and bones, imho.",negative,2.0,tripadvisor,Nando's,KL
"We had a lovely lunch here on our anniversary. The staff were attentive to our kids needs, the food and service was great. Looking forward to plan our next meal there.",positive,5.0,google,a'Roma dinings,Petaling Jaya
"Poor staff I asked for more olive oil as pasta too dry and was given chilli olive oil! No real apologies given... Still charged!!, awful",negative,1.0,google,THE HILLSIDE,Penang
"Staff and kitchen took short cut to bulk prepare spaghetti for many plates, the one came earlier waited 50mins for a spaghetti and the one came later waited 20mins! Bad service during lunch! Better get improved next time around!",negative,1.0,google,leaf & co. cafe,KL
"Bad service, requested for a empty plate for my kid but no action taken. She just move around like we never request for it😬😬😡😡",negative,1.0,google,Life Cafe @ Train Terrace 人间茶坊之火车栈,Kuching
Went to this restaurant a couple of times when in KL and got the massive roti tisu. You can watch the chef stretching the roti out which is about 1m long and covered in a beautiful sugar and condensed milk mixture. Dirt cheap and extremely tasty,positive,5.0,tripadvisor,Tg's Nasi Kandar,KL
Excellent food and phenomenal service!,positive,5.0,google,Qureshi,Petaling Jaya
"Reached there 2.20pm, the staff told me 2.30pm is last order but not allow my family and I go in for lunch because it will close 3pm.",negative,1.0,google,Tokyo Japanese Restaurant,Langkawi
I'm happy to give them a pass over their undercooked chicken all because of their superb customer service. They replaced my original plate of fries and undercooked chicken with an entirely new plate of chicken and fries. (This time they cooked it properly through and through.),positive,4.0,google,Tony Roma's,Petaling Jaya
"Made reservation a week in advance, but it wasn't taken down. Thankfully we went there super early at 6pm before the dinner crowd. So we were led to a table instantly.",neutral,3.0,google,La Risata Bar Pizzeria Ristorante (Damansara),Petaling Jaya
"Big portion = $$$. No menu provided, waiter asked to go and open Instagram and search for hashtagwilliamscorner and order. Being first time here and never knew the prices, were quite shocked when we paid after our meal. Food was good actually. Just my first experience here should have been better. Menu please Williams.",neutral,3.0,google,Williams Corner,Petaling Jaya
"Food is nice, but the service is terrible. Well to be expected as the shop doing well (famous) and people always coming. But as for me, i wont be coming here anymore.",negative,2.0,google,Pak Putra Restaurant,Melaka
"This is a nice, once-in-a-while kind of restaurant.  If you have some spare cash to spend , you might drop by to just experience the restaurant. I felt that the restaurant is slightly overrated. Average food and pricey.",neutral,3.0,tripadvisor,Madam Kwan's KLCC,KL
Visited this place at November. We had three person and all have chosen different meal. This wasn't tasty experience and overprized. Next time would choose somr another place.,negative,2.0,tripadvisor,The.Dyak,Kuching
Reservation team no good. Not helpful and need improvement,negative,2.0,google,Kampachi Plaza33,Petaling Jaya
"A nice restaurant!! Price is suitable, food is nice, overall o.k.!       I will strongly recommend food lovers to visit and try this wonderful place!",positive,4.0,tripadvisor,Ticklish Ribs & 'Wiches,Shah Alam
"Went here based on reviews, no regrets!! The food and drinks are delicious :) + free unlimited water :) (menu in the pictures) I came in really hungry and after 1 burger and 1 fruitshake i was full = good portions.",positive,5.0,google,Blue Vegan Restaurant,Penang
Come back here again for the food.. we have ordered babi cili garam and fish are my all time favourite as always.. yummy yummy ..we dont have to wait long for the food to serve and the service is good too.. will be back soon again definitely ..,positive,5.0,tripadvisor,SamFu Nyonya Restaurant,Melaka
Food is good but the environment and ambiance is poorly maintained. Time for renovation,neutral,3.0,google,Koh ~ Samui,Ipoh
