text,label,review_date
"not clean , not social distance",negative,2022-01-16
"Sabrina's has always been a favorite but I have a hard time recommending it now. Waits have always been long, but you can avoid standing outside in the cold with the virtual waitlist or calling ahead. They have stopped these options because of Covid- which makes absolutely no sense as it is contract free and now they are encouraging people congregating while waiting and having to talk directly to a staff member. I just can't justify it, especially with a baby out in the cold, and I know other people feel the same. Happy to change my review it at least reconsider if they can rationalize this decision.",negative,2022-01-16
"We stopped by on a Saturday afternoon and there was a 30 minute wait. Upon being seated, there were empty tables but the hostess had us sit at the bar top area. However, our hostess was more than happy to grab table seats as soon as we expressed our concern. I started with a cappuccino (I believe) and beignets. The beignets tasted extremely burnt and the service was just slow. We stopped at the beignets, grabbed our check and left. I hope to give this place another shot someday, but sadly,  I just wasn't impressed.",negative,2022-01-14
"I just stopped in to Homage for a chai latte. I haven't been there in years, but I like supporting local, and I was in the neighborhood. Sadly, it was one of the weakest chai teas I've ever had. Little flavor, no spice added, and not as hot as I would like on this chilly morning. Their pastries looked amazing, there were quite a few people seated inside, and the staff was pleasant. Disappointed with my ""spiced"" chai tea.",negative,2022-01-19
"This is the most disgusting, filthy, unkept Wawa I have ever been into in my life and I'm from PA.  Where to begin: everything is covered with dirt, the gas pumps. The trash and. The concrete pads are disgusting.  Vomit and urine are a nice touch outside.  I guess Wawa overlooks this location because it makes money being across from the casino.  The bathrooms aren't just dirty they are run down with rust on the hand dryers and faucet.  The faucet sensor was so dirty the faucet won't run, can't wash your hands.  Who cares about the water when the hand soap dispenser is open and empty.  The floor in the mens room had so much urine, my shoes slipped out constantly when I tried to use the urinal.  How can Wawa have a location like this? I guess their brand standard being trashed isn't their concern because the location is busy?  The washer fluid in the windshield washer buckets was empty and the window washer was broken. 

Trash all over In the parking lot.  Cigarette Butts on the carpet with leaves in the vestibule. 

I wish I'd taken photos because it's so gross honesty.  We won't be back. 

And I'll bet they blame it all on lack of staff, LOL

Do yourself a favor and just go somewhere else.",negative,2022-01-12
"I came here regularly for years, the coffee is definitely good. But today I was spoken to by a manager in a way that was extremely inappropriate, including him cutting me off and saying ""I don't care"". I definitely feel they were discriminatory against me, and as I was calmly trying to express myself and clarify I was cut off and shown no sympathy or courtesy. Very bad experience and I won't be returning due to their unprofessionalism.",negative,2022-01-19
"I have been doing mobile orders for the last 3 months, weekly orders - sometimes every few days. The customer service is horrendous here. The baristas and cashiers blatantly ignore every customer in the cafe. My mobile is almost never done when I arrive, even though I make sure to order at least 10 minutes before arriving, these days 15 min. Yet once again I stood in the cafe and waited for my incorrect coffee order. I inquired twice about my sandwich and I don't know why I was ignored and pushed to the side but I finally couldn't wait anymore because I was already going to be late to work because of this that I asked for a refund. Once I asked for a refund - suddenly my sandwich came out of nowhere, it was ice cold sitting behind the counter where I couldn't obtain it, and I now didn't have time to ask her to remake it. The service here is absolutely terrible. Put your order in anywhere else.",negative,2022-01-12
"A busy place on the weekend. The wait wasn't too long and the service was good. The breakfast comes in every form imaginable. Tried the pot roast for a change of pace. It was very good except for the rice which should never have been served, definitely not fresh. The bakery is excellent and the prices are reasonable.",positive,2022-01-19
"It was an hour and a half before the restaurant closed, we came in to order two bowls. They only had enough white rice for one bowl and said they were not making any more rice for the day. Are you really telling me at a pokey restaurant you're not gonna make any more fresh rice, and it's an hour and a half before you close??

We had already paid, so we had decided to use the brown rice instead. That was a big mistake, since brown rice on a good day is usually quite dry. I had the chicken bowl, with brown rice and it was not very good. The mangoes were over ripe which really overpowered the whole dish. It was very dry, and the amount of sauce they gave you was not enough with a little ramekin of sauce. I ended up throwing most of it away, which is not something I normally do. I usually would even eat it even if I don't like it, since I don't like to waste food. However it was really not good so I had to throw it away.

My husband had the tuna bowl, and he said it was OK. We probably won't return since the service was not good, the food was not great and it was quite overpriced for what you got.",negative,2022-01-16
"Worst Dunkin on the planet.
They should close the front as there is never anyone behind the counter. Been meeting a friend here since they opened.
Standing at the front counter asking ""Hello"" is anyone here?
Totally ignored for the last time here. It also has put me off Dunkin entirely. I will go elsewhere. Is there any management here? Once as two employees jabbed about personal stuff, I said good morning, and was made to feel I was invisible. Never, never,ever setting foot in that joke again.",negative,2022-01-11
"Just got it from door dash and for breakfast food it's perfect! Great portions, fresh and full of flavor, also got the pierogis which were great too. I imagine in person it's even better. If you're looking for simple American breakfast, look no further!",positive,2022-01-10
"I've never gone at 6am when it was open on time. I don't write reviews, so certainly wouldn't rate anyone this bad if it wasn't over a long period of time (about 3 years) and on such s as consistent basis.  I've driven by even 10-15 minutes after 6 and no one was there. I would  love to get coffee before work, but can't take 10-15 minutes out of my commute to stop at the Dunkin right next to my house. They're expensive. They're slow here.  More than half the time the breakfast sandwiches, wraps, and roll ups are not heated all the way through. I think they expect heat trapped in a paper bag to be what actually melts the cheese or makes the eggs warm enough not to seem like they just came out of the fridge. It hasn't seemed to be managed well at all, and there seems to be lot of young people employed but not enough of them actually moving behind the counter.",negative,2022-01-11
"One word: ghetto. Never open, despite times being displayed and it looked like a mess inside like someone was living in the store instead. Toys all over the floor. Unprofessional and unclean looking. Hopefully some people will be able get an actually good chamoy business running and successful in Tampa because this was a pathetic excuse for one.",negative,2022-01-12
The man at the counter was so mean...I mean I understand if you are having a bad day but is that my fault?? My life isn't unicorns and rainbows either but I know not to take it out on people and  Especially not customers‍,negative,2022-01-15
"The manager there ( female, name beginning with an M) yelled at me after making my order wrong and continually yelled at me saying she didn't make my order wrong when all I asked them to do was to make me another drink using oat milk instead of almond milk bc that's what I ordered. Then she refused to give me corporates number so I could call and complain. I had to contact the assistant manager who gave me the person over the manager who never called me back. If I could rate them a zero I would. They need to get a manger who won't tell a customer they are wrong and one that won't yell at customers. I've never had a manger of a place of business yell at me for asking to fix  something. I will never go there again nor will any of my friends or colleagues after I told them what happened.",negative,2022-01-16
Do not come here if you have allergies or special diet restrictions. They were unhelpful and not willing to make any accommodations for my allergies. You get small portions and they do not have many options on the menu at all. The options they did have were all premade and we were very disappointed.,negative,2022-01-11
"Outrageous wait times even when there are many open tables and servers. We waited in line for 30 minutes just to be told it'll be an additional 30 minutes when there was 4 servers. The same thing happened to our party on a previous day when we tried to eat here, but then we were told it would be an additional hour on top of what we had already spent in line. Just go somewhere else to eat, you'll be back in the same amount of time.",negative,2022-01-18
"I was looking forward to going to Coffee N' Comics. When I entered there were 2 people behind the counter. They did not greet me or wish to help me. Finally after a couple moments they seemed to notice I was there to order.

The person taking my order acted like I was ordering something from another planet. She/He was very condescending.

I have never experienced such unfriendliness at a coffee shop. The whole experience left me feeling bad. I'm sorry I went there!",negative,2022-01-11
"I've been going to Starbucks for years but this one has become the worst. For the past two and a half months they have messed up my order, various drinks off the menu, 12 times which is atleast a 70$ loss for me. You cannot reach this location by phone and you definitely cannot park in this location legally because of the one way and the drive thru cars that ignore traffic laws just to stay next in line. Poor way to start the day.",negative,2022-01-14
This establishment is HORRIBLE. Why is it drive thru ONLY until 10am when it's a COFFEE SHOP ?!?! You're ASKING me to find a Starbucks nearby . Ruined my morning because they let me stand in the cold for 5-7 minutes without even acknowledging me standing there,negative,2022-01-14
"I called to order a French toast bagel with honey pecan cream cheese. After picking it up ten minutes later, I realized they gave me an everything bagel and maybe honey pecan cc (couldn't exactly tell). Why didn't she tell me on the phone that they didn't have any French toast bagels left or when I picked it up that my bagel would be different?? It was my first time getting their bagels and besides them cheating their customers, the bagel was nothing special. Everything bagel was especially too salty. I threw it out after a few bites. Honey pecan cc with everything bagel?! Horrible mix.",negative,2022-01-15
"My 5,000th Yelp Check In was at this wonderful cafe. We visited to pick up cookies and roasted tomato toast on this cold day.

Don't forget your vaccine card.",positive,2022-01-09
"Closed earlier then they advertised! Drive out there to get coffee, several people trying to get in but, they obviously had been closed for a while.",negative,2022-01-16
"I stopped by there this morning to pick up my usual morning coffee (first time at this location). When I pulled up to the drive through the lady got very rude and annoyed at me for her not understanding me which I apologized for. When I pulled up to the window it took 15 min to get my drink, I was the only one in the drive through and no one was in the store. All I ordered was a cold brew.... After I started drinking it I felt super sick within an hour. I had major stomach cramps, diarrhea, throwing up for hours. I had never experienced this kind of reaction from a coffee before.",negative,2022-01-18
"Absolutely love the coffee from Suprema. I swing by once a month to get a bag of coffee to brew at home and always get an espresso while I'm there. Staff is  friendly and service is quick. For a special treat, try their hot chocolate. It's top tier!",positive,2022-01-11
Worst breakfast sandwich ever!!! The bread it's so hard I can't bite it. It's old bread !!! And they were missing on my sandwich to.,negative,2022-01-19
"We walked in for our reservation on Saturday night. Upon arrival, we were met by the host who was rude and condescending. He told us there was no way we had a reservation at the restaurant. Because of his attitude, I would never give this place my business. He should really learn how to speak to customers (and people in general.)",negative,2022-01-16
"I usually don't leave reviews.... But I find myself wanting to today.  The 1st positive is the hostess in the front was very friendly. The 1st negative is the coffee was bitter and barely warm. I ordered the 1/2 sandwich and soup. The cheddar broccoli soup was very good. The club sandwich was nothing special. It came on sour dough bread that had not been toasted. Club sandwiches are supposed to be on toast. The bread itself was tasteless.  It had a tiny piece of avocado, which I really had to search to find.  I was disappointed in the sandwich. Service was okay.  The server did not seem to be having a good day. She did not smile, she just seemed like we were making her work and she did not like it.",negative,2022-01-11
"I went into this location on Saturday, January 15th, at around 4pm to cash in on a free drink I had on my Starbucks card. The gal working the cash register was very nice, but couldn't figure out how to find my free drink, so called over, what I assume, was a shift manager. A gal with short dirty dishwater blonde hair. She told me a couple of times that I needed a barcode on my email I had received, to cash in on my free drink. I tried several times to explain to her that the email I received didn't have a barcode., to which she continued to interrupt over and over. She refused to let me speak. I couldn't believe someone in a customer service position was perfectly fine with being so rude to a customer. I will never go back to that location. I've probably been to a hundred different locations over the past 20 years, and have never  been treated as rudely as I have at this location.",negative,2022-01-16
My croissant sandwich was burnt I went there early and it still took a while to get my food.,negative,2022-01-15
"Corner 17 on Delmar in the Loop has hand pulled noodles, soup, stir fry, ride dishes, home made bao and dumplings, to bubble tea and desserts. The large menu has enough variety from vegetarian friendly dishes to seafood, duck, pork, chicken- it's hard to make a decision. ( Try the 3 cup chicken! :p ) 

The restaurant is large for the loop. It is split, so it is take-out friendly and plentiful for dine-in. If you dine-in they have a large window into the ""behind the scenes"" how they hand pull the noodles or hand craft their other menu items. Btw they do not hold back on the portion size for noodles.. I always share my soup orders with someone. 

I could imagine returning alone or with a large group of friends, this restaurant is good for either occasion. (:",positive,2022-01-17
I couldn't rate this zero... it said the McDonald's was open but no one was taking orders from the window... as I pulled up to my surprise it appeared the workers were having inappropriate relations in the far corner near the drivethru shame on y'all,negative,2022-01-15
"My first visit here, the staff was lovely, the facilities clean and very COVID conscious ... however the food was very bland. And everything at was cold. I also got an upset stomach before even leaving, could have been an ingredient that did not sit well with me. I had been craving some naan and curries and this place just did not fit the bill, even the naan was cold I just was highly disappointed.",negative,2022-01-12
"Finally! Mochi donuts in STL Thank you Pokedoke for bringing these amazing chewy donuts to us

Mochi donuts were originated from from Japan and is one of the star product at Mister Donut in Taiwan. It was super popular since about at least 10 years ago in Taiwan. I never seen these being sold here in the US until recent years. It's becoming a new hit in cities with more Asian populations. I am so super excited that we can finally get them here in St. Louis! 

If you never tried, they are a hybrid of cake donuts and mochi, with a dense and chewy texture. Usually a sugar/flavored glazed will be applied on one side of it. This week, they have Strawberry and Black Sesame and I love them both!!! Not quite as chewy as I would hope but it definitely meets my standard and every bite is so joyful

They have had Matcha, Taro, Cookies and Cream and powdered sugar flavors before. I think only the Delmar and Kirkwood locations have it right now. And they said you can contacted them with few days notice to customize the flavor you like for your event! I will definitely try to get all the flavors in the future",positive,2022-01-12
"Its Sunday January 16,2022 this Starbucks restaurant sucks they have a sign outside the front door stating there's a power outage and they can't serve any hot drinks using the expresso machine. Young high school age kid working the counter is to stupid to go check the breaker box the whole restaurant has power otherwise. I was looking forward to getting a hot chocolate as other customers were so I settled for a $3.26 watered down hot green tea ,the bag was so small the hot water barely changed colors THE IDIOT at the front counter should've placed two teabags in the cup, a total rip-off. I'll never go back to this dumpy  location on Clearwater Beach.",negative,2022-01-16
"Food was cold, order wrong . Waiter in a dirty shirt really bad experience.
Stake was cold because they've waited for a toast to cook!",negative,2022-01-17
"What a cute place with bad service. It's so cute and kitschy! The doorman was super cool as was the crowd control guy. But the bartender messed it up for everyone. Clearly a douche canoe with sunglasses on at night. But not serving me and serving everyone around me including my friends is where I draw the line.  

He ignored me several times and as my friend stepped up and placed her order she asked if he intended to take mine and he instantly became upset when asked why he was ignoring my order.  He chose to make me what he wanted and when i corrected him he threw the drink. I can't patronize a place with that kind of service. I won't be back.",negative,2022-01-19
"Coffee and teas are amazing! Paula is fantastic very friendly, remembered my tea order when I came back in! Espresso shot are pulled perfect every time I got them. Also she bakes her own stuff get the cinnamon it's very delicious!!",positive,2022-01-12
"The burgers have a specific taste to it. That's due to the beef patty having a certain element to it that did not match my palate. My partner loved Scoopers. However, they're not a fan of In n Out & McDonald's. I am a fan of both yet not coming back to Scoopers as I could not take more than 2 bites lol. I give it two stars because the price was fair and the staff were friendly.",negative,2022-01-18
"Absolutely the WORST meal I've ever had. The food was overly salty, half uncooked, and took over an hour for a simple order.",negative,2022-01-16
"Not the best place to eat (look at photos). Having been at many good places within Indianapolis, I can say that the service was below average as well as the ambience they were going for (we were sat on the top floor). Instead of cozy, the place seemed dirty and mistreated. The food had fresh ingredients but the actual cooking was average.",negative,2022-01-16
"While the food is generally pretty decent, the service is absolutely horrible at the bar. Awful. How insulting coming from a service background, and being treated the way we were today.",negative,2022-01-18
"I'm a huge advocate of GSR and its interior venues,  the service provided tonight at the grand cafe was Zero and with only 4 working tables was a joke.",negative,2022-01-19
"If I could give less than a star I would, week day staff is awful, they are in such a rush they don't get the order right, and if it's right and your at the drive thru, by the time you pay it's wrong, or when you go to pick up order it's wrong, I've been 5x and all 5x my order was wrong, I'm gonna drive to Dickerson Rd, it might me further but my order is always correct and the food is hot and fresh!!!!!",negative,2022-01-11
"It was our first time and the Karen at the counter was short with us and gave my husband attitude.  We ordered a Java Chip and 2 American Sunrise with bacon. She asked what type of bagel 3 consecutive times to my husband who then replied ""Sorry it's our first time here"" and she passive aggressively pointed at the menu instead of just telling us what type of different bagels they had. I didn't like that she was apologizing to everyone but us over how busy it was. They put soy instead of almond milk in our coffee. First experience rubbed us the wrong way. Even their customers were rude too. We didn't feel welcomed at all, it felt like a Get Out movie. When they called our order to get picked up, one of their customers was muttering something under his breath about us stealing their order. They ordered an American Sunrise with sausage when we ordered bacon. I was overwhelmed by the weird passive animosity, I took my daughter and waited in the car. My husband said another man watched me walk out and said ""Wow"". This was just all around very weird. I'm upset I paid money for a hard bagel and wrongly made coffee just to get treated like this for being the only Filipina in a room full of entitled boomers.",negative,2022-01-13
"This was such a disappointment and didn't have to be.  Saturday afternoon, about 1 or so (so mostly after the ""lunch rush."")  Pull into the parking lot and first thought was it sure smelled good, which I hoped meant good things for a restaurant that was recommended to me.  Seating was quick, restaurant was about 1/2 or better full.
Then I ordered.  Combo plate, ribs and brisket.  With beans and potato salad, and a Dr. Pepper.  Was asked if I wanted mild, medium, or hot BBQ sauce. 
 Never been faced with that choice before (note to self and others:  ask for sauce on side, you'll see why in a minute).  Waitress was pleasant enough.   Waited.  Waited some more.
Meal comes.
The hottest (warmest!) thing on the plate was the beans.  Ribs on top of brisket.  All pretty heavily coated in sauce.  Ribs tasted ok  (although I wouldn't call them championship quality).  But they were cool.  Definitely not hot.  Meat was so cool the sauce had the look of ""I've been on here a while.""  If you know BBQ you know what I mean.  What I found particularly mystifying was the 4th rib.  You know the end of the rack that is usually thinner than the rest?  And turns into a chunk of slag unless you really know how to cook ribs?  Yeah, they served me that.  A solid chunk of slag (and cool).
The brisket.  Ah, the brisket.  It tasted ok.....but was cooler than the ribs.  I really think if the brisket was warm, and had the sauce on the side, it might have been pretty dang good.  But, as it were, it was bleh.
The potato salad was your typical mass-produced, over mustardized (which is hard for me to say because I like mustard) potato cream like you'd find in a grocery store deli...in other words, bleh.
The beans, as I mentioned earlier, were the warmest thing served to me.  And they too were just ho-hum.  Kind of a weird flavor, actually.
Now I'll admit that I am real particular about how I like my beans and potato salad.  This definitely wasn't it.
You may be asking why I didn't say something to the waitress about the quality of the meal I was served....well, I would have, if I had gotten more than a fly-by ""everything ok?"" while I was eating.  I would think she would have noticed (and asked) that I didn't eat much when she dropped the check and scooped the plate.  But no.
So, $30 later (including tip) I left, very unsatisfied and still hungry.
Would I give them another chance? Sure, the brisket had potential.  I'd try it again just for that.
Otherwise, not so much.",negative,2022-01-16
"It's hard to mess up a Dunkin.  But this is the worst one I've ever been in.  Asked for a sourdough breakfast sandwich with sausage.  Got a sourdough sandwich with bacon.  Asked for a powdered sugar donut ( pictured on the menu), told they don't have powdered sugar donuts.....actually felt scolded for asking.  My wife got a toasted bagel....charred toasted like a hockey puck.  The staff was not friendly.  This place is nasty Andrew bad!",negative,2022-01-17
Too much ice in my boba. The flavor was okay. For a snow it's usually smooth but it was more of a slush.,negative,2022-01-17
"I have to say, this is one touristy place that is 100% necessary and worth it in New Orleans.  I came during a recent trip on a weekend and there was a healthy line that moved quick.  Donut type pastries are one of my favorites so I was looking forward to them a lot. 

One order of beignets here is $3.40, and each order comes with 3 of them.  They come in a bag that has powdered sugar in them.  I also got the cafe au lait (medium is $3.50)  which seems like their most popular coffee choice.  Total came out to $7.50.  This place is cash only FYI.

The beignets were so perfect and delicious.  I guess they're so popular that they're always fresh and hot, at least at this location.  I almost had to slap someone when I bit into them!  So warm and doughy inside and the powdered sugar adds a delectable sweetness to it.  It was mind blowing and I couldn't get over how banging they were.  

The coffee was good too; it had a subtle sweetness to it and melted the beignets down really nicely.  It's nice and smooth and is a great compliment to the donuts.  I actually think the coffee is overpriced though; it's more expensive than an order of beignets by themselves.  

I think this was the best food experience I had in New Orleans.  It was so good that I came back again the next day for another round.  Definitely recommend it to everyone.",positive,2022-01-10
I really liked this coffee shop! I just got a generic vanilla latte to be safe and I loved it. A little sweeter than usual but it's okay. I came around 5:40 so I got my drink made in minutes so it was a quick in and out. Located next to a lot of cute shops too!,positive,2022-01-17
"As long as you don't ask Alexis the manager ANY questions regarding your order you will be treated like cattle... if you ask questions about your order you WILL be treated horribly, with rude tones and she will make an extra trip inside to insure her employees NOT make what was ordered!",negative,2022-01-15
"I stopped in for lunch and ordered the farm burger, but turns out they were out of that. One of the baristas then recommended the brisket burger, which I ordered instead.  Gotta say, I don't recommend the brisket.  It had a super bland taste even though there were  onions, peppers and cheese.  It was also surprisingly small, which actually worked out for the best since the taste was so bland.  In retrospect, I probably should have sent it back.  Aside from the main dish, everything else was fine.  The staff is always friendly and the atmosphere pleasant.",negative,2022-01-16
"It doesn't look like much when you walk by it, but when you get your food... you're right. It's nothing spectacular and they were out of a lot of things, like hash browns, spinach, and a few others. The coffee was pretty bad, but the music was the only thing that kept me from leaving. The pancakes were alright, but again, nothing special. The service was pretty slow, and usually the food makes up for it, but not in this case. The only thing that was special about this place was their band, but you can listen to them without eating there. If you do go here, if they are playing, tip the band. They deserve it!",negative,2022-01-13
"This mcdonald's owes me $5.49 I ordered a mobile order, sat in a curbside spot for 40 minutes and then went through the drive through and was told they never got my order even though I showed them my receipt that had been emailed to me they rolled their eyes and said they aren't giving me it. I expect the owner to be contacting me. Absolute bull shit.",negative,2022-01-12
"The most disrespectful people ever!!!! I asked for two coffees and clearly said iced, the lady that was working was so rude after she gave me the hot coffees cause I had said iced and I could've stayed and waited for the iced coffee's but I hated her attitude so much I didn't even want to stay there. I felt really embarrassed by the way she said it and specially in front of all the customers.",negative,2022-01-14
"May have had potential some time ago....

Server was attentive.  Place was clean.

The eggplant and shrimp casserole, was plain.  Could have served some bread with it.

The shrimp stew with catfish was good, again not much flavor in the stew.  Fish was fresh and hot.

Looks like a great locals hang out bar.",negative,2022-01-16
This is by far the worst McDonald's I have ever been to. The manager is too lazy to even light up the sign out front. I once went in and waited 40 minutes for a 1/4 Pounder with cheese. Twice I have gone through the drive through and found that my hamburger didn't have any ketchup or mustard on it. McDonald's can be a decent place to eat if managed right. This manager needs to be fired.,negative,2022-01-15
"Store was beautiful, but everything else was incredibly underwhelming. Cupcakes weren't labeled, almost none of the pastries had prices, and staff acted like we were an inconvenience when we asked questions and ordered. Pastries themselves were okay. We ordered multiple cupcakes, a s'mores pastry, and a few other things. It was unclear what all of them were. The s'mores pastry had a very mild taste and a strange texture. The actual cake of the red velvet cake was good, but I was disappointed that it wasn't made with cream cheese frosting like the standard. I wouldn't have ordered it I had known. Everything else was just...meh. I tried to enjoy it all, but we didn't end up finishing any of the items we ordered. I really enjoy supporting local establishments, but I can't recommend this one.",negative,2022-01-11
I went in there today and I'll talk I'll tell you what these people are so rude in here I mean who wouldn't even trust these people with coffee in the morning I know I don't I asked for coffee and she like filled it up almost like 3/4 and I'm like can you top it off she got all mad because I I said to top it off so I didn't think you were you gonna put creamer in it I might now I'm gonna put creamer after I drink some of it I mean these people are at half of these places they just hired I hope she was in the owner but she almost acted like she was the owner I'll tell you what these people are still stuck up you can't trust them,negative,2022-01-11
"DO NOT ORDER HERE. I ordered pickup from Doordash and opened the bag. No ribs. Half of my order. 15 dollars worth. I call City BBQ expecting to have them clear up an honest mistake. City BBQ tells me to take it up with Doordash. No consolation, no makeup, nothing. Easily the worst online ordering and customer service experience I've ever had. This happens with restaurants occasionally and I respect that, but this was the worst response I have received. 
I added two stars simply because the food that I did receive was good.",negative,2022-01-18
Ese Mc Donal los empleados no atienden los clientes bien y cuando sirven lo hacen incorrecto y siempre están jodiendo poca atención le doy un o,negative,2022-01-15
I absolutely love this Deli! their breakfast burritos are the best I've had and the salsa has just the right amount of spice. I love that they use Boars head meat for their sandwiches (cut thin) and their dutch crunch rolls are always fresh. I wish they were open on the weekends as we don't have much free time during the week to stop by.,positive,2022-01-14
"I paid 12$ for a sandwich with no cheese for my lactose intolerant girlfriend. They put cheese on it. When I returned back to the store for the correct sandwich, they didn't offer me a refund, and threw away the previous sandwich without bothering to ask if I'd like it, despite me waiting 20 minutes for my 30$ order of two sandwiches and an orange juice. I would have loved to eat that sandwich, but they just threw it away in front of me. I will not be getting food here again.",negative,2022-01-17
"Employee messed up my order then asked me if I MINDED. Redid my order, didn't even mix it well, forgot an ingredient & serve me way less then the other orders. Also my husband requested for her to go light on the fudge & she did completely the opposite.  SMH- very unpleasant experience.",negative,2022-01-12
Disappointed to say the least. Had been seated for about 10 minutes. Servers everywhere. Not that busy to say the least. But not one bothered to take a drink order at a minimum. But. We did a hello. When brought to their attention. Well. We left. Not a care in the world.,negative,2022-01-16
We went to tootsies looking for dessert and we were thrilled with everything they had to offer. We chose their ice cream which is all incredible(they let us sample a bunch of flavors). We also had a fresh donut which was delicious. All the workers were extremely nice and helpful. Thank you tootsies.,positive,2022-01-11
"Not kid friendly, and from the few times I have been there, I get the impression they don't want to be kid friendly. Server tried encouraging us to go somewhere else. Can you believe that? And apparently don't show up between lunch and dinner or they'll get really annoyed and seat you outside at a table with direct sun beating down on you and your kids. Then no one will come ask if you want water.",negative,2022-01-11
Needed some Tissue and the one working the register refused to give me any. Worst Location!!!!!!,negative,2022-01-18
"What an awesome little place my friend and I found while visiting Tampa for the day!!! Not only is it completely clean it's tasty and the staff is great! I had the spaghetti squash pie it was very interesting and light. A sweet customer handed my friend and I these chocolate almond star shaped treats to try (he said he goes there everyday) they were soooooooo good! I also bought some of their chicken, walnut and apple salad to take home. When I got home I ate it for dinner and it was fantastic! The staff is so sweet and the place is adorable must try!",positive,2022-01-09
"Went to Bay Pines location to get a sandwich, but the touch screen wasn't cooperating and it found items not selected. Start over with same results. Asked to order with a human, but was refused. 

Ignoring for the moment that there is a pandemic and touching a screen that countless other left prints on isn't what you could consider sanitary, but more importantly being refused a verbal order assures I'll never return.",negative,2022-01-12
"Went here to get a post workout açaí bowl and was kinda disappointed. I was very excited about the concept and seeing so many good ingredients that promote real health and wellness on the menu, but the quality was subpar. My açaí bowl just didn't taste good, and was $9 for the base with every additional topping being $2 (would easily add up to $15-$20 fir like fruit and some crunch) the staff was very sweet tho and asked about my allergies, which I really appreciated.",negative,2022-01-18
"I placed an order through the app and when I went to pick up they were closed, don't advertise being open and accept orders when there's no one in the restaurant to fulfill the orders, trying to get a refund is a nightmare because even a few hours after I ordered no one's answering the phone and customer service is absolutely no help at all.",negative,2022-01-09
I was not there but my partner s has been there twice already for the past two weeks for business meetings and he says the service is fantastic and the coffee is good,positive,2022-01-10
"DO NOT I REPEAT DO NOT
DO HOOKAH HERE. The hookah tubes are busted and dirty.... The staff is very unprofessional and rude all they want is your money. Of all my times in Tampa Bay Area I have never gotten such horrible service yet for $15 pp you get what you pay for. I was referred by a friend who went once and I will never go again. Save your money ppl there are far better hookah spots on the strip
of Ybor!",negative,2022-01-10
"Today they get 1 star cause the girl in the window made my frozen latte wrong and went to go remake it and just turned it upside down in another cup. This is uncalled for. You should have made it fresh the way I asked for it 3 times. 

I need a manager to contact me on this matter.",negative,2022-01-16
"Heard great things about Manakeesh and was honestly slightly disappointed. Ordered the chicken kabob platter and pistachio baklava. Overall though the portions were big and I'm willing to give it another try.

I wouldn't order the chicken kabob again, but the fries were great. I would try the chicken shawarma instead. 

Pistachio baklava was stale, although staleness could have just been because I went near closing, but that's no excuse.",negative,2022-01-10
The worst McDonalds ever!I walked into lobby got half way to counter a woman informed me the lobby is closed.I asked why ?Talked to the manager she said we are closed and called me a cracker under her breath.REALLY???I wouldn't go thru drive through I was afraid they would spit in my food and I assure you I am always polite!!!,negative,2022-01-15
"It is very rare that I leave a one star review ESPECIALLY for a local small business. I remember enjoying this place before, hence why I came back. They did change owners so perhaps this is the reason my experience was disappointing. I ordered my food for pick-up & I was told it would take 20 min for my order. From the moment I placed my ordered and the actual time I got my food, it was 1 hr and 10 minutes. And unfortunately, my food was disappointing. My pad Thai had little flavor & no spice. It tasted like just rice noodle and oil. My beef and broccoli entree, stuffed chicken wing, & curry puff order was especially small (even for an appetizer) and poorly presented. Good thing is that at least those tasted fine. Service was okay. The workers were kind to customers, but you could see and hear them all arguing and bickering with attitude to each other in the kitchen. Not worth $80+ of my time and food.",negative,2022-01-14
"Liberal party rejects!
Well below standards in customer service all served up w/ a side of attitude that puts patrons off.  The conversations the employees share about other customers is such a sad thing to hear.",negative,2022-01-19
Don't go to this site it's all about just getting your money and you do not get any service from them,negative,2022-01-13
I wanted to take a break from Starbucks and Dutch Bros so I decided to go to Cartel Roasting. I asked for a small Cold Brew with Horchata with no ice. I asked how many ounces it was and the barista had said 8oz. I got my drink and something didn't look right. I was thinking maybe because of the type of cup it was served in. I went home and put the cold brew in an 8oz mug. The coffee only filled half of the mug. I'm very disappointed in the service and this is unacceptable. I paid over $6 just to get 4oz of cold brew. Ridiculous!!!,negative,2022-01-09
"The staff is always very nice and pleasant, but some of the food is really just awful.  Standard breakfast fare like eggs, bacon, pancakes, waffles, etc. are good.  

But don't even think about ordering anything remotely ethnic or ""fancy"" from the menu.  My girlfriend ordered a Cuban sandwich.  See the picture for what she received.  One slice of ham, one slice of turkey?, mushy pickles that were so gross that when I tried it I spit it out,  white bread, and the sandwich was not even put into a press, way too much mustard, don't know if I need to go on.  We ordered a lobster dish one time and the lobster was obviously freezer burned and mushy texture.  

Again the staff is all very nice and they actually took the Cuban sandwich off the bill, but we would have rather just had a good sandwich.",negative,2022-01-09
Just don't eat. It's gross inside. We didn't get two of the things we ordered and the other two were wrong.,negative,2022-01-09
